,X1,PMCID,statistic,reported,df1,df2,p,value,n,context,sectionName,decision,doi,journalID,journalIDAbrev,title,issue,volume,call,realYear
28,28,PMC2544456,F,"F(2,20) = 11.78, P < 0.001",2,20,p < 0.001,11.78,NA,"when the data from spatial and memory blocks were collapsed together [F(2,20) = 17.31, P < 0.0001 (Fig. 2)] and when each was compared separately to the divided-attention block {spatial block: [F(2,20) = 18.62, P < 0.0001 (divided attention, 27.9%; instructed, 7.4%; choice, 15.5%)]; memory block: [F(2,20) = 11.78, P < 0.001 (divided attention, 27.9%; instructed, 10.6%; choice, 15.7%)]} but not when all instructed trials were compared with all choice trials [F(1,10) = 1.1, P = 0.3]. Compared with when their attention was divided, participants were more accurate both after being instructed where to attend and when they",RESULTS,4,10.1152/jn.90241.2008,Journal of Neurophysiology,J Neurophysiol,Choosing Where to Attend and the Medial Frontal Cortex: An fMRI Study,3,100,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2544456&metadataPrefix=pmc,2008
29,29,PMC2546435,t,"t(77) = 5.02, p < .001",NA,77,p < .001,5.02,NA,"CI] 2,115 - 4236). No significant difference was observed in the control group between baseline (M = 6924, SD = 3201) and week 12 (M = 7078, SD 2911, t(39) = -0.50, p = 0.618, CI -463 - 770). The mean difference in change between the two groups was 3,022 steps/day and was statistically significant (t(77) = 5.02, p < .001, d = 1.96). Chi-square analysis determined that a significantly greater percentage (œá2 = 24.88, p < .001) of participants in the intervention group (25/39, 64%) achieved an increase of 15,000 steps per week, equivalent to physical activity guidelines of the accumulation of 150 minutes of moderate p",Results,1,10.1186/1479-5868-5-44,The International Journal of Behavioral Nutrition and Physical Activity,Int J Behav Nutr Phys Act,"The effect of a pedometer-based community walking intervention """"""""""""""""Walking for Wellbeing in the West"""""""""""""""" on physical activity levels and health outcomes: a 12-week randomized controlled trial",NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2546435&metadataPrefix=pmc,2008
30,30,PMC2584652,F,"F(2,30) = 4.468, p = .037",2,30,p = .037,4.468,NA,"CS. Participants performed a finger-sequencing task with the non-dominant hand before and after each stimulation. The dependent variable was the percentage of change in performance, comparing pre- and post-tDCS scores. ResultsA repeated measures ANOVA yielded a significant effect of tDCS condition (F(2,30) = 4.468, p = .037). Post-hoc analyses revealed that dual-hemisphere stimulation improved performance significantly more than both uni-hemisphere (p = .021) and sham stimulation (p = .041). ConclusionWe propose that simultaneously applying cathodal tDCS over the dominant motor cortex and anodal tDCS over the non-domi",abstract,1,10.1186/1471-2202-9-103,BMC Neuroscience,BMC Neurosci,Dual-hemisphere tDCS facilitates greater improvements for healthy subjects' non-dominant hand compared to uni-hemisphere stimulation,NA,9,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2584652&metadataPrefix=pmc,2008
31,31,PMC2607297,F,"F(1,68) = 4.22, p = 0.04",1,68,p = 0.04,4.22,NA,"ms SOA (stimulus onset asynchrony) contained 21% missing data (15 participants successfully inhibited the prepotent response 100% of the time) and was thus excluded from analysis. For both measures, main effects of TaqIA genotype emerged, with A1+ participants demonstrating poorer stop inhibition (F(1,68) = 4.22, p = 0.04, Œ<U+2211>p2 = 0.058) and quicker mean latencies on stop trials (F(1,66) = 9.45, p = 0.003, Œ<U+2211>p2 = 0.125) than A1- participants across all SOAs (Figure 2). Again, there were no interactive or main effects of the stress manipulation (p > 0.05). There were consistent effects of SOA on both response inhibition",Results,2,10.1186/1744-9081-4-54,Behavioral and Brain Functions,Behav Brain Funct,Behavioral phenotypes of impulsivity related to the ANKK1 gene are independent of an acute stressor,NA,4,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2607297&metadataPrefix=pmc,2008
32,32,PMC2628673,F,"F(4,36) = 19.507, p < 0.001",4,36,p < 0.001,19.507,NA,"ined attentionNeither SHR/NCrl, WKY/NCrl, nor WH/HanTac rats regained the good performance shown before the introduction of the final schedule at session 13 (Figure 1). The MANOVA of the behavior starting with session 13 through 25 showed main effects of group, F(4,39) = 6.918, p < 0.001); session, F(4,36) = 19.507, p < 0.001; within-session segment, F(4,36) = 2.850, p < 0.04; group x session interaction, F(16,111) = 3.623, p < 0.001; group x within-session segment interaction, F(16,111) = 2.220, p < 0.01; but no significant 3-way group x session x segment interaction effect, F(64,96) = 1.339, p > 0.09. MANOVA of stable",Results,2,10.1186/1744-9081-4-56,Behavioral and Brain Functions,Behav Brain Funct,Behavioral and genetic evidence for a novel animal model of Attention-Deficit/Hyperactivity Disorder Predominantly Inattentive Subtype,NA,4,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2628673&metadataPrefix=pmc,2008
33,33,PMC2645358,F,"F(2,164) = 32.21, p < .001",2,164,p < .001,32.21,NA,"el (Figure 2, 1a), explained 26% of the weight change variance (F(2,164) = 29.43, p < .001). Total (p < .001), direct (p < .05), and indirect (95% BCa CI of 0.09 to 0.29) effects were significant. The weight change mediation model (Figure 2, 1b), explained 28% of body size dissatisfaction outcomes (F(2,164) = 32.21, p < .001). As in model 1a, all effects were significant, with total (p < .001), direct (p < .01) and indirect effects (95% BCa CI of 0.07 to 0.24) significantly influencing body size dissatisfaction changes. Results are consistent with the presence of a reciprocal effect between changes in weight and change",Results,2,10.1186/1479-5868-6-9,The International Journal of Behavioral Nutrition and Physical Activity,Int J Behav Nutr Phys Act,"Reciprocal effects among changes in weight, body image, and other psychological factors during behavioral obesity treatment: a mediation analysis",NA,6,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2645358&metadataPrefix=pmc,2009
34,34,PMC2669690,F,"F2,53=16.99, p<.01",2,53,p<.01,16.99,NA,"rmined by post hoc tests) for potentiated EtOH-induced ataxia relative to vehicle (Fig. 2A). MK-801 pre-treatment promoted EtOH-induced ataxia relative to vehicle pre-treatment (Fig. 4A). Prior to MK-801 or EtOH treatment, lamotrigine dose-dependently decreased core temperature relative to vehicle (F2,53=16.99, p<.01; 0 mg/kg=37.9 ¬±0.1¬8C change, 15 mg/kg=35.9 ¬±0.4, 30 mg/kg=34.3 ¬±0.5). However, neither lamotrigine nor MK-801 affected EtOH-induced hypothermia (Fig. 4B). There was a significant MK-801 x lamotrigine interaction for sleep time (F2,44=4.42, p<.01). Post hoc analysis showed that 30 mg/kg lamotrigine",Results,2,10.1038/npp.2008.182,Neuropsychopharmacology,Neuropsychopharma,Effects of topiramate and other anti-glutamatergic drugs on the acute intoxicating actions of ethanol in mice: modulation by genetic strain and stress,6,34,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2669690&metadataPrefix=pmc,2008
35,35,PMC2680927,F,"F(1,23) = 1.84, p>0.05",1,23,p>0.05,1.84,NA,"level of hypothermia in both genotypes (Figure 3a). ANOVA showed no main effects of genotype (F(1,24) = 0.00, p>0.05) or dose (F(2,24) = 20.69, p<0.0001), and no interaction between the factors (F(2,24) = 0.43, p>0.05). Likewise, for CP55,940-induced analgesia, there was no main effect of genotype (F(1,23) = 1.84, p>0.05) or dose (F(2,23) = 15.87, p<0.0001) and no interaction between these factors (F(2,23) = 1.31, p>0.05). [3H]WIN55,212-2 binding affinity is greater in PKCŒµ-/- whole brain membranesWe isolated whole brain membranes from PKCŒµ-/- and PKCŒµ+/+ mice to assess equilibrium saturation binding of the CB1 ago",RESULTS,1,10.1038/npp.2008.230,Neuropsychopharmacology,Neuropsychopharma,"PKCe Regulates Behavioral Sensitivity, Binding and Tolerance to the CB1 Receptor Agonist WIN55,212-2",7,34,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2680927&metadataPrefix=pmc,2009
36,36,PMC2689227,F,"F4,50 = 44.24; p < 0.0001",4,50,p < 0.0001,44.24,NA,"ative Real Time PCR, using primers designed on the sequence of the coding exon (exon IX). 2-Way ANOVA showed in HPC an effect of time (F4,79 = 147.31; p < 0.0001), drug (F1,79 = 37.31; p < 0.0001) and time/drug interaction (F4,79 = 24.61; p < 0.0001). Similarly, in P/FC there was an effect of time (F4,50 = 44.24; p < 0.0001), drug (F1,50 = 4.38; p < 0.0001) and time-drug interaction (F4,50 = 3.80; p < 0.01). As shown in Fig. 1A-B, the temporal profile of activation of mRNA expression by FLX and RBX was similar in the two brain areas, but typical of either drug. The levels of total BDNF mRNA were induced starting with",Results,1,10.1186/1471-2202-10-48,BMC Neuroscience,BMC Neurosci,Early raise of BDNF in hippocampus suggests induction of posttranscriptional mechanisms by antidepressants,NA,10,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2689227&metadataPrefix=pmc,2009
37,37,PMC2692426,F,"F(1,16) = 17.76; p < 0.0007",1,16,p < 0.0007,17.76,NA,"a statistical significant decrease in latency to immobility on day 2 of the FST (Fig. 7D, n = 8-10 per condition). These NIC-treated rats had significantly higher levels of total immobility (F(1,16) = 5.45; p < 0.033; Fig. 7E). Additionally, NIC-exposed rats had significantly lower swimming counts (F(1,16) = 17.76; p < 0.0007) than the VEH-treated rats (Fig. 7F). No changes were apparent in immobility or climbing counts between groups. Long-term Effects of NIC Exposure on the Forced Swim Test: Reversal by NIC and Antidepressant TreatmentIn this study we assessed whether NIC, FLX, or BPN, could reverse the long-term beha",RESULTS,1,10.1038/npp.2008.220,Neuropsychopharmacology,Neuropsychopharma,Nicotine Exposure During Adolescence Induces a Depression-Like State in Adulthood,6,34,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2692426&metadataPrefix=pmc,2008
38,38,PMC2696444,F,"F (9,41) = 0.80; p = 0.62",9,41,p = 0.62,0.8,NA,"-D group2 F (9,18) = 2.3; p = 0.064 F (9,18) = 1.36; p = 0.28 Ham-A ‚ÄÉAll Subjects F (8,43) = 8.81; p < 0.001 F (8,43) = 1.90; p = 0.077 ‚ÄÉLow Ham-D group1 F (9,15) = 4.24; p = 0.007 F (9,15) = 1.96; p = 0.12 ‚ÄÉHigh Ham-D group2 F (9,18) = 5.05; p = 0.002 F (9,18) = 0.75; p = 0.66 SPAS-p ‚ÄÉAll Subjects F (9,41) = 0.80; p = 0.62 F (9,41) = 0.57; p = 0.82 Ham-D ‚ÄÉAll Subjects F (9,43) = 4.30; p < 0.001 F (9,43) = 1.17; p = 0.33 Outcome measures tested by a General Linear Model Repeated Measures analysis. Testing was initially done for all subjects together, and then for subjects grouped into high or low Ham-D groups based on",Results,3,10.1186/1471-244X-9-25,BMC Psychiatry,BMC Psychiatry,"A comparison of low-dose risperidone to paroxetine in the treatment of panic attacks: a randomized, single-blind study",NA,9,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2696444&metadataPrefix=pmc,2009
39,39,PMC2696444,F,"F (9,40) = 3.71; p = 0.002",9,40,p = 0.002,3.71,NA,"< 0.005 or lower, with the exception of the contrast of visit 1 with visit 2 for PDSS total score, which was significant at p = 0.037. This data is presented graphically in Table 3, and Figures 3 and 4. Table 3 Repeated Measures Testing Effect of Time Effect of Treatment on Time PDSS ‚ÄÉAll Subjects F (9,40) = 3.71; p = 0.002 F (9, 40) = 1.11; p = 0.10 ‚ÄÉLow Ham-D group1 F (9,14) = 2.69; p = 0.047 F (9,14) = 2.01; p = 0.12 ‚ÄÉHigh Ham-D group2 F (9,16) = 1.98; p = 0.11 F (9,16) = 0.22; p = 0.99 PDSS q1 ‚ÄÉAll Subjects F (8,44) = 4.42; p < 0.001 F (8,44) = 1.41; p = 0.22 ‚ÄÉLow Ham-D group1 F (8,17) = 2.34; p < 0.067 F (8,17) =",Results,1,10.1186/1471-244X-9-25,BMC Psychiatry,BMC Psychiatry,"A comparison of low-dose risperidone to paroxetine in the treatment of panic attacks: a randomized, single-blind study",NA,9,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2696444&metadataPrefix=pmc,2009
40,40,PMC2697271,F,"F(1,28)=7.14, p<0.02",1,28,p<0.02,7.14,NA,"Specific comparisons revealed that WAY 161,503 significantly decreased holepoking (p<0.01, Tukey s test), and this effect was antagonized by pretreatment with SER-082 (p<0.01 versus vehicle-WAY 161,503 group, Tukey s test). There was also a significant effect of SER-082 pretreatment on holepoking (F(1,28)=7.14, p<0.02). For rearings, there was no specific interaction between SER-082 pretreatment and WAY 161,503 treatment. There were significant main effects of SER-082 (F(1,28)=4.6, p<0.05) and WAY 161,503 (F(1,28)=90.72, p<0.0001) on rearings. Experiment 6: Effect of 5-HT2A receptor gene deletion on the behavior",RESULTS,2,10.1038/npp.2009.29,Neuropsychopharmacology,Neuropsychopharma,5-HT2A and 5-HT2C receptors exert opposing effects on locomotor activity in mice,8,34,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2697271&metadataPrefix=pmc,2009
41,41,PMC2711957,t,"t = 3.4331, df = 17, p = 0.0032",NA,17,p = 0.0032,3.4331,NA,"asks than to incompatible tasks (m = 0.779, sd = 0.0171; indigenous.compatible-indigenous.incompatible: p < 0.0001). IAT scoresAs for the scores obtained in the IAT (see Figure 5), the indigenous group obtained an average score of 0.4687 (sd = 0.5793). This value was significantly higher than zero (t = 3.4331, df = 17, p = 0.0032), which means that this group took more time to respond to the compatible than the incompatible task. The opposite was observed in the non-indigenous group, which obtained an average of -0.0752 (sd = 0.7331), although in this case the value was not significantly different from zero (t = -0.4352, df",Results and Discussion,2,10.1186/1471-2202-10-69,BMC Neuroscience,BMC Neurosci,Contextual blending of ingroup/outgroup face stimuli and word valence: LPP modulation and convergence of measures,NA,10,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2711957&metadataPrefix=pmc,2009
42,42,PMC2711957,t,"t = 0.084, df = 17, p = 0.934",NA,17,p = 0.934,0.084,NA,"oup. With respect to word stimuli, the indigenous group obtained an average score of 0.7196 (sd = 0.6805), significantly different from zero (t = 4.4861, df = 17, p = 0.0003), while the non-indigenous group obtained an average of 0.0167 (sd = 0.8432), which is not significantly different from zero (t = 0.084, df = 17, p = 0.934). In terms of face stimuli, the indigenous group obtained an average score of 0.3823 (sd = 0.8573), whereas the non-indigenous group obtained an average of -0.1789 (sd = 0.7074). These face scores were not significantly different from zero for the indigenous group (t = 1.8919, df = 17, p = 0.0757)",Results and Discussion,3,10.1186/1471-2202-10-69,BMC Neuroscience,BMC Neurosci,Contextual blending of ingroup/outgroup face stimuli and word valence: LPP modulation and convergence of measures,NA,10,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2711957&metadataPrefix=pmc,2009
43,43,PMC2717100,t,"t (16) = 3.83, p < 0.01",NA,16,p < 0.01,3.83,NA,"essing in the primary visual cortex, the differentiation was found between 1140 ms and 1320 ms post stimulus in a temporal region (t (16) = 2.97, p < 0.01, see Figure 6). This difference between unpleasant and neutral stimuli was found in a parietal region between 2950 ms and 3235 ms post stimulus (t (16) = 3.83, p < 0.01, see Figure 7). Figure 5 Comparison between Unpleasant vs. Neutral Stimuli in the occipital ROI. Time course of condition dependent activation (in nAm) towards high arousing unpleasant and neutral slides at the occipital ROI. Grey areas in the time course plot mark intervals of significant t-compar",Results,1,10.1186/1471-2202-10-83,BMC Neuroscience,BMC Neurosci,Imaging cortical activity following affective stimulation with a high temporal and spatial resolution,NA,10,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2717100&metadataPrefix=pmc,2009
44,44,PMC2719658,F,"F(1,18) = 7.2, p = .015",1,18,p = .015,7.2,NA,"membered words after the third encoding run (see Figure 1). For this purpose, we computed a repeated-measure 3 vó 2 ANOVA with the following independent variables: SM (sham/anodal/cathoda1) and G (RHG and LHG). The ANOVA revealed no significant main effects but a significant SM vó G interaction (SMG: F(1,18) = 7.2, p = .015, eta2 = .72). To further examine this interaction we computed two separate one-way ANOVAs, one for each group (RHG/LHG, repeated-measure). This statistical analysis was applied to examine the significant interaction we found in the higher level 3 vó 2 ANOVA. The outcome of this procedure revealed a",Results,1,10.1186/1744-9081-5-29,Behavioral and Brain Functions,Behav Brain Funct,Direct current induced short-term modulation of the left dorsolateral prefrontal cortex while learning auditory presented nouns,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:2719658&metadataPrefix=pmc,2009
